,movie,chapter,character,dialog,gender,releaseYear
228,Harry Potter and the Half-Blood Prince,Dark Forces,ginny weasley,He's covered in blood again.  Why is it he's always covered in blood?,female,2009
229,Harry Potter and the Half-Blood Prince,Dark Forces,ron weasley,Looks like his own this time.,male,2009
230,Harry Potter and the Half-Blood Prince,Dark Forces,hermione granger,"Where've you been, Harry?  And what happened to your face?",female,2009
231,Harry Potter and the Half-Blood Prince,Dark Forces,harry potter,Later.  What've I missed?,male,2009
232,Harry Potter and the Half-Blood Prince,Dark Forces,ron weasley,"Sorting Hat urged us all to be brave and strong in these troubled times -- easy for it to say -- it's a hat, isn't it?  First Years seemed to enjoy it, though. Wankers. Filch give you the wand outside?",male,2009
233,Harry Potter and the Half-Blood Prince,Dark Forces,harry potter,Thanks...,male,2009
234,Harry Potter and the Half-Blood Prince,Dark Forces,hermione granger,What's happened to his hand?,female,2009
235,Harry Potter and the Half-Blood Prince,Dark Forces,albus dumbledore,"The very best of evenings to you! First off, please join me in welcoming the newest member of our staff, Horace Slughorn.",male,2009
236,Harry Potter and the Half-Blood Prince,Dark Forces,albus dumbledore,"Professor Slughorn, I'm happy to say, has agreed to resume his old post of Potions master.  Meanwhile the post of Defense Against the Dark Arts will be assumed by Professor Snape.",male,2009
237,Harry Potter and the Half-Blood Prince,Dark Forces,albus dumbledore,"Now, as you know, each and every one of you was searched upon your arrival tonight.  You have a right to know why.",male,2009
238,Harry Potter and the Half-Blood Prince,Dark Forces,albus dumbledore,"Once there was a young man who, like you, sat in this very Hall. Walked this castle's corridors. Slept beneath its roof.  He seemed, to all the world, a student like any other.  His name? Tom Riddle. The Hall goes utterly silent.",male,2009
239,Harry Potter and the Half-Blood Prince,Dark Forces,albus dumbledore,"Today, of course, the world knows him by another name.  Which is why, as I stand looking out upon you all tonight, I am reminded of a sobering fact.  Each day, every hour, this very minute perhaps, dark forces attempt to penetrate this castle.  But in the end, their greatest weapon remains... you.",male,2009
240,Harry Potter and the Half-Blood Prince,Dark Forces,albus dumbledore,"Just something to keep in mind. Now, off to bed.  Pip pip!",male,2009
241,Harry Potter and the Half-Blood Prince,Dark Forces,ron weasley,That was cheerful.,male,2009
242,Harry Potter and the Half-Blood Prince,Dark Forces,minerva mcgonagall,"History of Magic is up, ladies, not down.  Mr. Davies -- that's the girl's toilet...",female,2009
243,Harry Potter and the Half-Blood Prince,Dark Forces,minerva mcgonagall,Potter!,female,2009
244,Harry Potter and the Half-Blood Prince,Dark Forces,harry potter,This can't be good.,male,2009
245,Harry Potter and the Half-Blood Prince,Dark Forces,minerva mcgonagall,"Enjoying ourself, are we?",female,2009
246,Harry Potter and the Half-Blood Prince,Dark Forces,harry potter,"Well, you see, I've got an open period this morning, Professor --",male,2009
247,Harry Potter and the Half-Blood Prince,Dark Forces,minerva mcgonagall,So I noticed.  I would think you'd want to fill it with Potions.  Or is it no longer your ambition to become an Auror?,female,2009
248,Harry Potter and the Half-Blood Prince,Dark Forces,harry potter,It is.  Or was.  But I was told I had to get an Outstanding in my,male,2009
249,Harry Potter and the Half-Blood Prince,Dark Forces,minerva mcgonagall,"And so you did when Professor Snape was teaching Potions. However, Professor Slughorn is perfectly happy to accept N.E.W.T. students with 'Exceeds Expectations.'",female,2009
250,Harry Potter and the Half-Blood Prince,Dark Forces,harry potter,Really?  Well... brilliant.  I'll head there straight away.,male,2009
251,Harry Potter and the Half-Blood Prince,Dark Forces,minerva mcgonagall,Good.  And take Weasley with you. He looks far too happy over there.,female,2009
252,Harry Potter and the Half-Blood Prince,Dark Forces,ron weasley,But I don't want to take Potions!,male,2009
253,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,Harry m'boy!  I was beginning to worry!  And I see we've brought someone with us...,male,2009
254,Harry Potter and the Half-Blood Prince,The Half Blood Prince,ron weasley,"Ron Weasley, sir.  But I'm dead awful at Potions, a menace actually, so I probably should just be going --",male,2009
255,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"Nonsense, we'll sort you out.  Any friend of Harry's is a friend of mine.  Right then, books out --",male,2009
256,Harry Potter and the Half-Blood Prince,The Half Blood Prince,harry potter,"Um, sorry, sir, but I haven't got my book yet -- nor's Ron.  You see --",male,2009
257,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,Not to worry.  You can get what you need from the cupboard.,male,2009
258,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"Now, as I was saying, I've prepared a few concoctions this morning.  Any ideas what these might be?  Yes, Miss...?",male,2009
259,Harry Potter and the Half-Blood Prince,The Half Blood Prince,hermione granger,"Granger, sir.  That one there is Veritaserum.  And that would be Polyjuice Potion.  And that is Amortentia! The most powerful love potion in the world.",female,2009
260,Harry Potter and the Half-Blood Prince,The Half Blood Prince,hermione granger,"It's rumored to smell differently to each person, according to what attracts them.  For example, I smell freshly mown grass and new parchment and spearmint toothpaste --",female,2009
261,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,One of my best friends is Muggle- born.  She's the best in our year...,male,2009
262,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"Now Amortentia doesn't create actual love, of course.  That's impossible.  But it does cause a powerful infatuation or obsession. For that reason, it is probably the most dangerous potion in this room.",male,2009
263,Harry Potter and the Half-Blood Prince,The Half Blood Prince,katie bell,"Sir, you haven't told us what's in that one.",female,2009
264,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,Ah yes...,male,2009
265,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"What you see before you, ladies and gentlemen, is a curious little potion known as Felix Felicis. But it is more commonly referred to as --",male,2009
266,Harry Potter and the Half-Blood Prince,The Half Blood Prince,hermione granger,Liquid luck.,female,2009
267,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"Yes, Miss Granger.  Desperately tricky to make.  Disastrous should you get it wrong.  But brewed correctly, as this has been, it has remarkable powers.  One sip and you will find that all your endeavors succeed... at least until the effects wear off.",male,2009
268,Harry Potter and the Half-Blood Prince,The Half Blood Prince,katie bell,But then why don't people drink it all the time?,female,2009
269,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"Because taken in excess it causes giddiness, recklessness and dangerous overconfidence.",male,2009
270,Harry Potter and the Half-Blood Prince,The Half Blood Prince,blaise zabini,"Have you ever taken it, sir?",male,2009
271,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,Twice.  Once when I was twenty- four.  Once when I was fifty- seven.  Two tablespoons taken at breakfast.  Two perfect days...,male,2009
272,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"So.  This is what I offer each of you today.  One tiny vial of liquid luck... to the student who, in the hour that remains, manages to brew an acceptable Draught of Living Death, the recipe for which can be found on page ten of your textbook.",male,2009
273,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"You should know that in all the years of my previous tenure at Hogwarts, not once did a student brew a potion of sufficient quality to claim this prize.  In any event -- good luck.",male,2009
274,Harry Potter and the Half-Blood Prince,The Half Blood Prince,hermione granger,How did you do that?,female,2009
275,Harry Potter and the Half-Blood Prince,The Half Blood Prince,harry potter,Crush it.  Don't cut it.,male,2009
276,Harry Potter and the Half-Blood Prince,The Half Blood Prince,hermione granger,No.  The instructions specifically say to cut.,female,2009
277,Harry Potter and the Half-Blood Prince,The Half Blood Prince,harry potter,No.  Really --,male,2009
278,Harry Potter and the Half-Blood Prince,The Half Blood Prince,hermione granger,Sh!,female,2009
279,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"Merlin's Beard!  But it's perfect. So perfect I daresay one sip would kill us all!  Your mother was a dab hand at potions, but this... My, my, what can't you do, m'boy? Perhaps you will save us all in the end...",male,2009
280,Harry Potter and the Half-Blood Prince,The Half Blood Prince,horace slughorn,"Here you are then, as promised. One bottle of Felix Felicis.  Use it well.",male,2009
281,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,"Good evening, Harry.  You got my message, I see.  Come, come.  Sit.",male,2009
282,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,So.  How are you?,male,2009
283,Harry Potter and the Half-Blood Prince,The Secret Riddle,harry potter,"Fine, sir.",male,2009
284,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,"Enjoying your classes?  Professor Slughorn, for one, is most impressed with you.",male,2009
285,Harry Potter and the Half-Blood Prince,The Secret Riddle,harry potter,"I think he overestimates my abilities, sir.",male,2009
286,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,Do you?,male,2009
287,Harry Potter and the Half-Blood Prince,The Secret Riddle,harry potter,Definitely.,male,2009
288,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,And what of your activities outside the classroom?  Do they bring you satisfaction?,male,2009
289,Harry Potter and the Half-Blood Prince,The Secret Riddle,harry potter,Sir?,male,2009
290,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,I notice you spend a great deal of time with Miss Granger.  One can't help but wonder if --,male,2009
291,Harry Potter and the Half-Blood Prince,The Secret Riddle,harry potter,No!  I mean... she's brilliant. And we're friends.  But... no.,male,2009
292,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,"Forgive me, Harry, I...",male,2009
293,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,"... I was merely curious. In any event, I'm sure you're wondering why I've summoned you here tonight.  The answer lies here.",male,2009
294,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,What you see before you are memories.  In this case pertaining to one individual:  Voldemort.  Or as he was known then... Tom Riddle.,male,2009
295,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,This vial contains a most particular memory -- of the day I first met him.  I'd like you to see it.  If you would...,male,2009
296,Harry Potter and the Half-Blood Prince,The Secret Riddle,mrs. cole,"I must confess to a bit of confusion upon receiving your letter, Mr. Dumbledore.  In all the years Tom's been here, he's never once had a family visitor. Frankly, I was stunned to find that someone knew of his existence.",female,2009
297,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,I am not family.  But his name has been known to me since birth.,male,2009
298,Harry Potter and the Half-Blood Prince,The Secret Riddle,mrs. cole,I see...,female,2009
299,Harry Potter and the Half-Blood Prince,The Secret Riddle,mrs. cole,I think I should tell you.  He's a funny boy -- Tom.  Odd.  There have been incidents with the other children.  Nasty things.,female,2009
300,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,Perhaps you could give me an example.,male,2009
301,Harry Potter and the Half-Blood Prince,The Secret Riddle,mrs. cole,"You've got a visitor, Tom.",female,2009
302,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,"How do you do, Tom.",male,2009
303,Harry Potter and the Half-Blood Prince,The Secret Riddle,mrs. cole,"Well, I'll leave you two to yourselves.",female,2009
304,Harry Potter and the Half-Blood Prince,The Secret Riddle,tom riddle,Don't.,male,2009
305,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,As you wish.,male,2009
306,Harry Potter and the Half-Blood Prince,The Secret Riddle,tom riddle,"You're the doctor, aren't you?",male,2009
307,Harry Potter and the Half-Blood Prince,The Secret Riddle,albus dumbledore,No.  I am a Professor.,male,2009
308,Harry Potter and the Half-Blood Prince,The Secret Riddle,tom riddle,"I don't believe you.  I hear Mrs. Cole talking, her and the rest of the staff.  They want me looked at.  They think I'm different.",male,2009
